,review,score,source,cleaned_review,cleaned_reduced_review,cleaned_review_length,tokens,padded_tokens
432,Low Quality.,0,amz,Low Quality,low quality,2,"[222, 23]","[222  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
275,Reversible plug works great.,1,amz,Reversible plug works great,reversible plug works great,4,"[2302, 301, 27, 3]","[2302  301   27    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1046,The story itself is just predictable and lazy.  ,0,imdb,The story itself is just predictable and lazy  ,story predictable lazy,8,"[99, 348, 1150]","[  99  348 1150    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1723,"It's an empty, hollow shell of a movie.  ",0,imdb,Its an empty hollow shell of a movie  ,empty hollow shell movie,8,"[579, 2303, 2304, 4]","[ 579 2303 2304    4    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
281,I love this bluetooth!,1,amz,I love this bluetooth,love bluetooth,4,"[32, 229]","[ 32 229   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0,imdb,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life  ,probably one least effective utterly unoriginal films ever seen entire life,20,"[140, 7, 215, 713, 580, 2305, 82, 21, 94, 359, 100]","[ 140    7  215  713  580 2305   82   21   94  359  100    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,imdb,STEAMBOAT WILLIE is an amazingly important film to our cinema history  ,steamboat willie amazingly important film cinema history,11,"[2306, 2307, 2308, 361, 6, 339, 525]","[2306 2307 2308  361    6  339  525    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,amz,Linksys should have some way to exchange a bad phone for a refurb unit or something,linksys way exchange bad phone refurb unit something,16,"[2309, 44, 1362, 14, 5, 2310, 328, 294]","[2309   44 1362   14    5 2310  328  294    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0,imdb,Its one of the most boring Horror movies from the 90s mainly because it starts slow and centers in a boring atmosphere  ,one boring horror movies 90s mainly starts slow centers boring atmosphere,22,"[7, 275, 433, 68, 935, 1363, 933, 162, 2311, 275, 374]","[   7  275  433   68  935 1363  933  162 2311  275  374    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2160,I came back today since they relocated and still not impressed.,0,yelp,I came back today since they relocated and still not impressed,came back today since relocated still impressed,11,"[59, 20, 356, 113, 2312, 48, 127]","[  59   20  356  113 2312   48  127    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2590,Great place fo take out or eat in.,1,yelp,Great place fo take out or eat in,great place fo take eat,8,"[3, 11, 2313, 115, 130]","[   3   11 2313  115  130    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2219,- the food is rich so order accordingly.,1,yelp, the food is rich so order accordingly,food rich order accordingly,7,"[9, 2314, 254, 2315]","[   9 2314  254 2315    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1177,The story is beyond stupid.  ,0,imdb,The story is beyond stupid  ,story beyond stupid,5,"[99, 476, 183]","[ 99 476 183   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
38,The case is great and works fine with the 680.,1,amz,The case is great and works fine with the 680,case great works fine 680,10,"[73, 3, 27, 104, 2316]","[  73    3   27  104 2316    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,amz,1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2,1 long lasting battery dont recharge frequentyly flip phones2,18,"[225, 95, 856, 47, 18, 1364, 2317, 848, 2318]","[ 225   95  856   47   18 1364 2317  848 2318    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1124,Brilliant!  ,1,imdb,Brilliant  ,brilliant,1,[581],"[581   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
540,I am glad I purchased it.,1,amz,I am glad I purchased it,glad purchased,6,"[419, 2319]","[ 419 2319    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
942,"The mic there is a joke, and the volume is quite low.",0,amz,The mic there is a joke and the volume is quite low,mic joke volume quite low,12,"[1365, 454, 259, 96, 222]","[1365  454  259   96  222    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
382,Same problem as others have mentioned.,0,amz,Same problem as others have mentioned,problem others mentioned,6,"[277, 540, 2320]","[ 277  540 2320    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2383,The food was terrible.,0,yelp,The food was terrible,food terrible,4,"[9, 71]","[ 9 71  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
884,"I am pairing this with my iphone, and I could not be happier with it so far.",1,amz,I am pairing this with my iphone and I could not be happier with it so far,pairing iphone could happier far,17,"[936, 937, 42, 792, 103]","[936 937  42 792 103   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
239,Do not make the same mistake as me.,0,amz,Do not make the same mistake as me,make mistake,8,"[41, 582]","[ 41 582   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2447,Sauce was tasteless.,0,yelp,Sauce was tasteless,sauce tasteless,3,"[420, 714]","[420 714   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1674,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,imdb,Tom Wilkinson broke my heart at the end and everyone elses judging by the amount of fumbling for hankies and hands going up to faces among males and females alike  ,tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike,30,"[550, 1244, 441, 401, 161, 177, 2321, 2322, 457, 2323, 2324, 320, 60, 2325, 1366, 2326, 2327, 2328]","[ 550 1244  441  401  161  177 2321 2322  457 2323 2324  320   60 2325
 1366 2326 2327 2328    0    0    0    0    0    0    0    0    0]"
1488,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,imdb,I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning and even less meaning  ,particularly remember senses assaulted strident cords music would blare little warning even less meaning,24,"[688, 705, 1367, 2329, 2330, 2331, 188, 16, 2332, 78, 938, 17, 310, 939]","[ 688  705 1367 2329 2330 2331  188   16 2332   78  938   17  310  939
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1387,"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1,imdb,I highly recommend this movie for anyone interested in art poetry theater politics or Japanese history  ,highly recommend movie anyone interested art poetry theater politics japanese history,16,"[145, 37, 4, 120, 1175, 227, 1368, 715, 2333, 1369, 525]","[ 145   37    4  120 1175  227 1368  715 2333 1369  525    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,imdb,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years  ,paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years,25,"[2334, 2335, 458, 91, 99, 1370, 2336, 1371, 7, 2337, 52, 94, 68, 700, 107]","[2334 2335  458   91   99 1370 2336 1371    7 2337   52   94   68  700
  107    0    0    0    0    0    0    0    0    0    0    0    0]"
2724,Awesome selection of beer.,1,yelp,Awesome selection of beer,awesome selection beer,4,"[138, 383, 353]","[138 383 353   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2208,Must have been an off night at this place.,0,yelp,Must have been an off night at this place,must night place,9,"[202, 142, 11]","[202 142  11   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1162,Awful.  ,0,imdb,Awful  ,awful,1,[149],"[149   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2895,I want to first say our server was great and we had perfect service.,1,yelp,I want to first say our server was great and we had perfect service,want first say server great perfect service,14,"[101, 33, 58, 281, 3, 198, 13]","[101  33  58 281   3 198  13   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1287,The acting was bad.  ,0,imdb,The acting was bad  ,acting bad,4,"[55, 14]","[55 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
1376,This was such an awesome movie that i bought it off of Ebay.  ,1,imdb,This was such an awesome movie that i bought it off of Ebay  ,awesome movie bought ebay,13,"[138, 4, 112, 2338]","[ 138    4  112 2338    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
242,Worst Customer Service Ever.,0,amz,Worst Customer Service Ever,worst customer service ever,4,"[63, 296, 13, 21]","[ 63 296  13  21   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2360,The buffet is small and all the food they offered was BLAND.,0,yelp,The buffet is small and all the food they offered was BLAND,buffet small food offered bland,12,"[265, 196, 9, 2339, 321]","[ 265  196    9 2339  321    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
568,Great Product.,1,amz,Great Product,great product,2,"[3, 29]","[ 3 29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
2189,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,yelp,Also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good,also served hot bread butter home made potato chips bacon bits topvery original good,21,"[19, 407, 268, 882, 1233, 341, 28, 477, 421, 583, 2340, 2341, 264, 2]","[  19  407  268  882 1233  341   28  477  421  583 2340 2341  264    2
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
217,"I also didn't like the ""on"" button, it felt like it would crack with use.",0,amz,I also didnt like the on button it felt like it would crack with use,also didnt like button felt like would crack use,15,"[19, 50, 8, 1372, 182, 8, 16, 2342, 45]","[  19   50    8 1372  182    8   16 2342   45    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,amz,When I placed my treo into the case not only was it NOT snug but there was A LOT of extra room on the sides,placed treo case snug lot extra room sides,25,"[940, 879, 73, 2343, 80, 667, 584, 716]","[ 940  879   73 2343   80  667  584  716    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1936,The two main characters may be two of the most believable children I ever saw put on screen.  ,1,imdb,The two main characters may be two of the most believable children I ever saw put on screen  ,two main characters may two believable children ever saw put screen,18,"[92, 717, 52, 300, 92, 549, 925, 21, 245, 279, 141]","[ 92 717  52 300  92 549 925  21 245 279 141   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
